,date,brand,model,fuel,transmission_type,color,year,km*1000,price(Thousand)
17441,07-09-22,Hyundai,Verna,natural gas,manual,White,2013,350,125
17442,07-09-22,MG,ZS,Benzene,automatic,Blue,2021,19,500
17443,07-09-22,BMW,525,Benzene,automatic,Silver,2007,175,375
17444,07-09-22,Chevrolet,Optra,Benzene,manual,Black,2009,150,140
17445,07-09-22,Nissan,Sunny,Benzene,manual,White,2001,300,110
17446,07-09-22,Honda,Civic,Benzene,manual,Red,1982,0,25
17447,07-09-22,Lada,2107,natural gas,manual,Gray,2010,70,88
17448,07-09-22,Kia,Shuma,Benzene,automatic,Gold,1999,340,100
17449,07-09-22,Nissan,Sunny,Benzene,automatic,Black,2017,270,200
17450,07-09-22,Opel,Grandland,Benzene,automatic,Blue,2018,140,630
17451,07-09-22,Chevrolet,Pickup,diesel,manual,White,2015,200,255
17452,07-09-22,Proton,Preve,Benzene,automatic,White,2019,35,305
17453,07-09-22,Hyundai,Tucson Turbo GDI || Tucson Turbo,Benzene,automatic,White,2019,77,790
17454,07-09-22,Mercedes,E 200,Benzene,automatic,Champagne,2003,197,420
17455,07-09-22,Ford,Escort,Benzene,manual,Silver,1999,99.9,53
17456,07-09-22,Renault,Sandero,Benzene,manual,Light grey,2012,130,130
17457,07-09-22,Byd,F3,Benzene,manual,Mocha,2016,100,150
17458,07-09-22,Kia,Xceed,Benzene,automatic,Gold,2022,0.3,680
17459,07-09-22,Geely,Emgrand 7,Benzene,manual,Red,2013,220,110
17460,07-09-22,Nissan,Sunny,Benzene,automatic,Silver,2020,60,240
17461,07-09-22,Hyundai,Verna,Benzene,manual,White,2016,250,150
17462,07-09-22,Kia,Carens,Benzene,automatic,Black,2011,210,260
17463,07-09-22,Chevrolet,Cruze,Benzene,automatic,Black,2016,200,225
17464,07-09-22,Hyundai,Elantra AD,Benzene,automatic,Dark red,2020,20,543
17465,07-09-22,Mercedes,E 200 AMG,Benzene,automatic,Black,2019,36,2100
17466,07-09-22,Chery,Tiggo,Benzene,manual,Gray,2014,101,195
17467,07-09-22,Daewoo,Nubira 2,Benzene,automatic,Gray,1999,160,110
17468,07-09-22,Mitsubishi,Lancer EX Shark,Benzene,automatic,Champagne,2015,205,310
17469,07-09-22,BMW,650,Benzene,automatic,Silver,2007,133,800
17470,07-09-22,BMW,318,Benzene,automatic,White,2019,72,890
17471,07-09-22,Kia,Carens,Benzene,automatic,Petroleum,2014,89,415
17472,07-09-22,Chrysler,PT Cruiser,Benzene,manual,Dark red,2006,200,140
17473,06-09-22,Renault,Sandero Step Way,Benzene,automatic,Silver,2016,170,290
17474,06-09-22,Nissan,Qashqai,Benzene,automatic,White,2021,23,700
17475,06-09-22,Mitsubishi,Lancer Puma,Benzene,manual,Gold,2007,166.5,126
17476,06-09-22,Chery,Arrizo 5,Benzene,automatic,Bronze,2022,10.5,345
17477,06-09-22,Chevrolet,Optra,Benzene,automatic,Blue,2018,180,240
17478,06-09-22,Hyundai,Tucson,Benzene,automatic,Light grey,2017,120,550
17479,06-09-22,Volkswagen,Tiguan,Benzene,automatic,Black,2018,7,900
17480,06-09-22,Hyundai,Elantra HD,Benzene,automatic,Silver,2021,40,348
17481,06-09-22,Chevrolet,Lanos,Benzene,manual,Light grey,2017,115,145
17482,06-09-22,Fiat,128,Benzene,manual,White,1979,0,21
17483,06-09-22,Chevrolet,N300,natural gas,manual,Light grey,2013,0,120
17484,06-09-22,Skoda,Octavia A4,Benzene,manual,Dark blue,1999,260,130
17485,06-09-22,Byd,L3,Benzene,automatic,Light grey,2016,47,140
17486,06-09-22,Chevrolet,Trax,Benzene,automatic,Dark green,2013,72,295
17487,06-09-22,Fiat,Shahin,Benzene,manual,Dark red,1997,0,35
17488,06-09-22,Mitsubishi,Lancer EX Shark,Benzene,automatic,Silver,2016,90,400
17489,06-09-22,Hyundai,Verna,natural gas,automatic,Gray,2011,270,145
17490,06-09-22,Mini,Countryman S,Benzene,automatic,Black,2011,180,450
17491,06-09-22,Fiat,1100,Benzene,manual,White,1981,0,18
17492,06-09-22,Peugeot,508,Benzene,automatic,Dark blue,2022,16.5,750
17493,06-09-22,Hyundai,Elantra CN7,Benzene,automatic,White,2022,26,670
17494,06-09-22,Skoda,Fabia,Benzene,manual,Red,2002,220,73
17495,06-09-22,Jeep,Wrangler,Benzene,automatic,Light grey,2017,90,1400
17496,06-09-22,Mercedes,CLA 200,Benzene,automatic,Gray,2022,8.5,1600
17497,06-09-22,Suzuki,Jimny,Benzene,automatic,Gold,2008,150,110
17498,06-09-22,Chevrolet,Optra,Benzene,automatic,Cyan,2009,127,168
17499,06-09-22,Kia,Picanto,Benzene,automatic,Black,2013,120,225
17500,06-09-22,Daewoo,Nubira 2,Benzene,automatic,Dark red,2002,237,95
17501,06-09-22,Nissan,Sentra,Benzene,automatic,Gray,2018,79,360
17502,06-09-22,Hyundai,Accent HCI,Benzene,automatic,Red,2022,9,360
17503,06-09-22,Kia,Grand Cerato,Benzene,automatic,Petroleum,2021,25,500
17504,06-09-22,Daewoo,Nubira 1,Benzene,manual,Petroleum,1997,200,69
17505,06-09-22,Suzuki,Pickup,Benzene,manual,White,2014,120,75
17506,06-09-22,Proton,Saga,Benzene,automatic,Dark red,2022,1,295
17507,06-09-22,Fiat,128,Benzene,manual,Red,1984,100,20
17508,06-09-22,Fiat,Siena,Benzene,manual,Silver,2001,340,45
17509,06-09-22,Hyundai,Elantra MD,Benzene,automatic,Light grey,2015,163,335
17510,06-09-22,Chevrolet,Lanos,Benzene,manual,Gray,2010,99,110
17511,06-09-22,Chevrolet,Optra,Benzene,automatic,Light grey,2020,30,288
17512,06-09-22,Chevrolet,Lanos,Benzene,manual,White,2011,0,48
17513,06-09-22,Kia,Rio,Benzene,automatic,Silver,2016,90,345
17514,06-09-22,Hyundai,Elantra HD,Benzene,automatic,Champagne,2020,71,360
17515,06-09-22,Chevrolet,Cruze,Benzene,automatic,Gray,2014,140,210
17516,06-09-22,BMW,320,Benzene,automatic,Black,2015,104,750
17517,06-09-22,Chrysler,Neon,Benzene,automatic,Dark blue,1999,200,60
17518,06-09-22,Nissan,Sunny,Benzene,automatic,Silver,2022,5,328
17519,06-09-22,Hyundai,Tucson,Benzene,automatic,Gray,2021,9,850
17520,06-09-22,Suzuki,Van,Benzene,manual,White,2009,179,65
17521,06-09-22,Lada,2105,Benzene,manual,Red,1982,0,20
17522,06-09-22,Suzuki,Van,Benzene,manual,Silver,2012,0,70
17523,06-09-22,Skoda,Fantasia,Benzene,automatic,Silver,2010,159,330
17524,06-09-22,Fiat,Shahin,Benzene,manual,Gray,2009,0,75
17525,06-09-22,Daihatsu,Gran max,Benzene,manual,White,2014,60,190
17526,06-09-22,Brilliance,V5,Benzene,automatic,Red,2015,125,290
17527,06-09-22,Volkswagen,Polo,Benzene,manual,Olive,2004,230,130
17528,06-09-22,Kia,Cerato,Benzene,automatic,Black,2019,110,460
17529,06-09-22,Chery,Arrizo 5,Benzene,automatic,Eggplant,2020,176,245
17530,06-09-22,Toyota,Hilux,Benzene,manual,Gray,2016,120,600
17531,06-09-22,Chrysler,Town & Country,Benzene,automatic,Black,2005,206,230
17532,06-09-22,Changan,Benni,Benzene,manual,Red,2015,200,83
17533,06-09-22,Volkswagen,Tiguan,Benzene,automatic,Gray,2016,175,650
17534,06-09-22,Opel,Corsa,Benzene,manual,Dark blue,2003,200,82
17535,06-09-22,Proton,Waja,Benzene,automatic,Gray,2005,250,105
17536,06-09-22,Baic,M60,Benzene,automatic,White,2021,45,130
17537,06-09-22,Opel,Vectra,Benzene,automatic,Dark red,1997,195,125
17538,06-09-22,Speranza,A516,natural gas,automatic,White,2010,250,150
17539,06-09-22,Hyundai,Tucson Turbo GDI || Tucson Turbo,Benzene,automatic,Gray,2020,5,1200
17540,06-09-22,BMW,316,Benzene,automatic,Gray,2010,162,335
17541,06-09-22,Kia,Carnival,Benzene,automatic,Gray,2006,198,250
17542,06-09-22,Changan,Eado,Benzene,automatic,Red,2022,23.4,310
17543,06-09-22,Fiat,Cinquecento,Benzene,manual,Gray,1997,0,35
17544,06-09-22,Mitsubishi,Xpander,Benzene,automatic,Silver,2019,90,470
17545,06-09-22,Mitsubishi,Xpander,Benzene,automatic,Silver,2019,90,470
17546,06-09-22,Peugeot,301,Benzene,automatic,Silver,2016,78.627,270
17547,06-09-22,Hyundai,Verna,natural gas,automatic,White,2016,0,145
17548,06-09-22,Fiat,125,Benzene,manual,White,1973,0,20
17549,06-09-22,BMW,523,Benzene,automatic,Silver,1999,400,210
17550,06-09-22,Daewoo,Nubira 1,Benzene,manual,Silver,1999,300,100
17551,06-09-22,Chery,Tiggo,Benzene,automatic,Silver,2020,67,320
17552,06-09-22,Chevrolet,Optra,Benzene,automatic,Black,2021,80,300
17553,06-09-22,Speranza,Envy,Benzene,manual,Silver,2017,240,150
17554,06-09-22,Hyundai,IX 35,Benzene,automatic,Black,2016,35,575
17555,06-09-22,MG,5,Benzene,CVT,Black,2020,60,388
17556,06-09-22,Daewoo,Nubira 2,Benzene,automatic,Silver,2001,120,115
17557,06-09-22,Isuzu,D max,Benzene,manual,White,2019,130,435
17558,06-09-22,Chevrolet,T-Series,diesel,manual,White,2022,2.1,400
17559,06-09-22,Daewoo,Nubira 2,Benzene,automatic,Silver,2000,217,102
17560,06-09-22,Fiat,127,Benzene,automatic,White,1982,0,12.5
17561,06-09-22,Geely,Pandino,Benzene,manual,Black,2015,2,175
17562,06-09-22,Mitsubishi,Pickup,diesel,manual,White,1998,51.27,130
17563,06-09-22,Audi,A3,Benzene,automatic,White,2011,250,325
17564,06-09-22,Citroën,C5,Benzene,automatic,Petroleum,2016,43,315
17565,06-09-22,Skoda,Rapid,Benzene,automatic,Red,2016,95,350
17566,06-09-22,Chery,Tiggo 7,Benzene,automatic,Gray,2021,22,450
17567,06-09-22,Daewoo,Lanos,Benzene,manual,Red,2000,0,75
17568,06-09-22,Hyundai,Tucson,Benzene,automatic,Light grey,2021,17,840
17569,06-09-22,MG,Rx5,Benzene,automatic,Black,2022,5,750
17570,06-09-22,Chevrolet,T-Series,diesel,manual,Red,2020,26,340
17571,06-09-22,BMW,530,Benzene,automatic,Blue,2006,300,500
17572,06-09-22,Daewoo,Nubira 2,Benzene,manual,Green,2001,166,105
17573,06-09-22,Daihatsu,Mira,Benzene,manual,White,1991,100,38
17574,06-09-22,Mitsubishi,Lancer EX Shark,Benzene,automatic,Gray,2017,82,400
17575,06-09-22,MG,6,Benzene,,Gray,2021,30,475
17576,06-09-22,Volkswagen,Beetle,Benzene,manual,Blue,1974,100,45
17577,06-09-22,Hyundai,Accent,Benzene,automatic,Black,2009,200,160
17578,06-09-22,Mitsubishi,Lancer Puma,Benzene,automatic,Dark blue,2007,170,195
17579,06-09-22,Mitsubishi,Lancer EX Shark,Benzene,automatic,Gray,2015,96,295
17580,06-09-22,BMW,520,Benzene,automatic,Black,2016,160,800
17581,06-09-22,Mitsubishi,Lancer EX Shark,Benzene,automatic,Silver,2014,84,260
17582,06-09-22,Daewoo,Nubira 2,Benzene,manual,Dark red,2001,274,78
17583,06-09-22,Jeep,Grand Cherokee,Benzene,automatic,Black,2020,17,1970
17584,06-09-22,Daewoo,Nubira 2,Benzene,automatic,Light grey,2000,180,115
17585,06-09-22,Fiat,Punto,Benzene,automatic,White,2019,32,380
17586,06-09-22,Opel,Vectra,Benzene,manual,Dark blue,2001,89,120
17587,06-09-22,Renault,Logan,Benzene,manual,Red,2010,160,125
17588,06-09-22,Seat,Tarraco,Benzene,automatic,Light grey,2021,0.1,1350
17589,06-09-22,Ford,Explorer,Benzene,automatic,Gray,1997,145.079,180
17590,06-09-22,BMW,X3,Benzene,automatic,Gray,2013,200,675
17591,06-09-22,Hyundai,Elantra MD,Benzene,manual,Light grey,2012,155,200
17592,06-09-22,Fiat,128,Benzene,manual,Orange,1973,0,15
17593,06-09-22,Fiat,128,Benzene,manual,White,1990,0,25
17594,06-09-22,Hyundai,Accent,Benzene,automatic,Dark red,2010,132,180
17595,06-09-22,Lada,Granta,Benzene,manual,Black,2017,190,105
17596,06-09-22,Kia,Sportage,Benzene,automatic,Light grey,2015,170,490
17597,06-09-22,Seat,Cordoba,Benzene,manual,Green,2006,450,95
17598,06-09-22,Renault,Captur,Benzene,automatic,White,2017,79,310
17599,06-09-22,MG,ZS,Benzene,automatic,Silver,2021,20,525
17600,06-09-22,Seat,Ateca,Benzene,automatic,Red,2021,36,830
17601,06-09-22,Mitsubishi,Lancer Puma,Benzene,automatic,Silver,2010,118,278
17602,06-09-22,Byd,F3,Benzene,manual,Mocha,2019,200,185
17603,06-09-22,Daewoo,Lanos 2,Benzene,manual,Green,2008,228,89
17604,06-09-22,Kia,Sephia,Benzene,automatic,Dark blue,1999,200,75
17605,06-09-22,Opel,Astra,Benzene,automatic,Black,2014,169,290
17606,06-09-22,Mercedes,E 200,Benzene,automatic,Dark blue,2021,64,2450
17607,06-09-22,Hyundai,Elantra MD,Benzene,automatic,Gray,2016,110,390
17608,06-09-22,Chevrolet,Optra,Benzene,automatic,Silver,2022,0.02,330
17609,06-09-22,Kia,Carens,Benzene,automatic,Black,2010,150,295
17610,06-09-22,Daihatsu,Charade,Benzene,automatic,Silver,1992,0,60
17611,06-09-22,Mitsubishi,Lancer EX Shark,Benzene,automatic,Gray,2015,110,300
17612,06-09-22,Citroën,Ax,Benzene,manual,Dark green,1995,80,24
17613,06-09-22,Hyundai,Tucson GDI,Benzene,automatic,Silver,2020,65,750
17614,06-09-22,Jetour,X70 Plus,Benzene,automatic,Black,2021,28,520
17615,06-09-22,Mitsubishi,Lancer EX Shark,Benzene,automatic,Black,2013,150,285
17616,06-09-22,Chevrolet,Sonic,Benzene,automatic,Light grey,2014,117,150
17617,06-09-22,Hyundai,Elantra MD,Benzene,automatic,Silver,2015,85,380
17618,06-09-22,Opel,Insignia,Benzene,automatic,Brown,2015,230,460
17619,06-09-22,Peugeot,504,Benzene,manual,Red,1978,0,20
17620,06-09-22,Brilliance,Galena,Benzene,automatic,Black,2012,230,165
17621,06-09-22,Kia,Cerato,Benzene,automatic,Light grey,2017,0,430
17622,06-09-22,Nissan,Sunny,Benzene,automatic,Gold,2016,150,220
17623,06-09-22,Hyundai,Tucson,Benzene,automatic,White,2022,20,1050
17624,06-09-22,Lada,2107,Benzene,manual,Cyan,2007,57,45
17625,06-09-22,Hyundai,Accent,Benzene,manual,White,2006,165,74
17626,06-09-22,Hyundai,Tucson,Benzene,automatic,Dark blue,2018,65,680
17627,06-09-22,Hyundai,Elantra CN7,Benzene,automatic,Dark red,2021,1.7,760
17628,06-09-22,Nissan,Sunny,Benzene,automatic,Light grey,2020,38,250
17629,06-09-22,Kia,Rio,Benzene,manual,Silver,2006,240,125
17630,06-09-22,Hyundai,Tucson,Benzene,automatic,Blue,2019,40,620
17631,06-09-22,Kia,Cerato Koup,Benzene,automatic,Gray,2011,147,225
17632,06-09-22,Renault,Kadjar,Benzene,automatic,Red,2019,120,540
17633,06-09-22,Kia,Sephia,Benzene,automatic,Gold,2001,0,110
17634,06-09-22,Fiat,128,Benzene,manual,Red,1978,100,15
17635,06-09-22,Ssang Yong,Tivoli,Benzene,automatic,Dark blue,2020,35,480
17636,06-09-22,Renault,Logan,natural gas,automatic,Champagne,2015,230,165
17637,06-09-22,Toyota,Corolla,Benzene,manual,Dark red,1999,150,115
17638,06-09-22,Daewoo,Nubira 2,Benzene,manual,Red,2001,199,85
17639,06-09-22,Lada,Granta,Benzene,manual,Mocha,2019,145,140
17640,06-09-22,Fiat,127,Benzene,manual,Red,1984,200,17
17641,06-09-22,Skoda,Octavia A5,Benzene,manual,Silver,2008,220,235
17642,06-09-22,Chevrolet,Optra,Benzene,automatic,Dark red,2009,150,160
17643,06-09-22,MG,ZS,Benzene,automatic,Black,2021,39,465
17644,06-09-22,Fiat,Punto,Benzene,manual,Gold,1994,0,53
17645,06-09-22,Mercedes,C 180,Benzene,automatic,Silver,2003,0,310
17646,06-09-22,Opel,Insignia,Benzene,automatic,Blue,2015,110,460
17647,06-09-22,Hyundai,Tucson GDI,Benzene,manual,Light grey,2019,120,720
17648,06-09-22,Peugeot,406,Benzene,automatic,Black,2001,0,105
17649,06-09-22,Opel,Astra,Benzene,automatic,Gray,2015,72,375
17650,06-09-22,Fiat,Siena,Benzene,manual,Gold,2002,0,55
17651,06-09-22,Daewoo,Lanos 2,Benzene,manual,Green,2005,200,71
17652,06-09-22,Cupra,Formentor,Benzene,automatic,Gray,2022,1,1390
17653,06-09-22,Mercedes,E 180,Benzene,automatic,White,2016,130,1200
17654,06-09-22,Seat,Ateca,Benzene,automatic,Dark blue,2020,46,785
17655,06-09-22,Volkswagen,Golf,Benzene,manual,White,2013,95,285
17656,06-09-22,Daewoo,Nubira 2,Benzene,automatic,Green,2006,0,115
17657,06-09-22,Renault,Megane,Benzene,automatic,Silver,2005,190,120
17658,06-09-22,Geely,Emgrand,Benzene,manual,Blue,2018,200,164
17659,06-09-22,Opel,Astra,Benzene,automatic,Red,2012,170,255
17660,06-09-22,BMW,318,Benzene,automatic,Black,2002,130,200
17661,06-09-22,Speranza,A113,Benzene,manual,Red,2009,170,90
17662,06-09-22,Volkswagen,Tiguan,Benzene,automatic,Dark blue,2016,135,550
17663,06-09-22,Ds,DS7,Benzene,automatic,Gray,2022,150,1275
17664,06-09-22,Toyota,Echo,Benzene,manual,Black,2000,1.3,79
17665,06-09-22,Fiat,Shahin,Benzene,manual,White,2001,0,50
17666,06-09-22,Daewoo,Nubira 2,Benzene,manual,Black,1999,200,82
17667,06-09-22,Kia,Picanto,Benzene,automatic,Gray,2010,106,168
17668,06-09-22,Fiat,Uno,Benzene,manual,Green,1993,0,35
17669,06-09-22,Kia,Sephia,Benzene,manual,Light grey,1999,175,85
17670,06-09-22,Fiat,Dogan,Benzene,manual,White,1990,0,35
17671,06-09-22,Daihatsu,Terios,Benzene,automatic,Silver,2008,130,215
17672,06-09-22,Nissan,Sunny,Benzene,manual,Gold,2010,92,175
17673,06-09-22,Renault,Duster,Benzene,manual,Petroleum,2011,121,200
17674,06-09-22,Chevrolet,Pickup,diesel,manual,White,1984,180,60
17675,06-09-22,Hyundai,Tucson,Benzene,automatic,White,2018,30,950
17676,06-09-22,Fiat,131,Benzene,manual,Yellow,1977,95,33
17677,06-09-22,Ford,Escort,Benzene,manual,Silver,1998,71,50
17678,06-09-22,Mercedes,E 250,Benzene,automatic,White,2011,107,980
17679,06-09-22,Nissan,Qashqai,Benzene,automatic,Black,2018,75,500
17680,06-09-22,Fiat,Shahin,Benzene,manual,White,1996,0,45.5
17681,06-09-22,Renault,Logan,Benzene,manual,Gold,2009,0,125
17682,06-09-22,Mitsubishi,Lancer Crystala,Benzene,manual,Dark blue,1998,0,85
17683,06-09-22,Suzuki,S Presso,Benzene,manual,Gray,2021,6,185
17684,06-09-22,Opel,Mokka,Benzene,automatic,Light grey,2016,170,380
17685,06-09-22,Suzuki,Van,Benzene,manual,White,2017,500,150
17686,06-09-22,Hyundai,Elantra HD,Benzene,automatic,Silver,2019,95,350
17687,06-09-22,Volkswagen,Polo,Benzene,manual,Black,2000,162,80
17688,06-09-22,Peugeot,3008,Benzene,automatic,Silver,2013,125,295
17689,06-09-22,Renault,Rainbow,Benzene,manual,Dark red,1994,200,33
17690,06-09-22,Renault,Logan,Benzene,manual,Gray,2012,113,100
17691,06-09-22,Daewoo,Lanos,Benzene,manual,Cyan,2007,115,125
17692,06-09-22,Mitsubishi,Lancer EX Shark,Benzene,automatic,Champagne,2015,260,260
17693,06-09-22,Fiat,128,Benzene,manual,Red,1975,72,24
17694,06-09-22,Byd,F3,Benzene,manual,Brown,2020,200,187
17695,06-09-22,Mercedes,C 200,Benzene,automatic,White,1984,80,80
17696,06-09-22,Chevrolet,T-Series,diesel,manual,Red,2016,242,250
17697,06-09-22,Lada,1300,Benzene,manual,Red,1978,0,25
17698,06-09-22,Fiat,Tipo,Benzene,automatic,Silver,2021,12,500
17699,06-09-22,Nissan,Sunny,Benzene,automatic,Silver,2021,18,360
17700,06-09-22,Renault,Sandero Step Way,Benzene,manual,Black,2015,101,160
17701,06-09-22,Hyundai,Verna,Benzene,automatic,Black,2017,155,170
17702,04-08-22,Daewoo,Nubira 2,Benzene,automatic,Silver,2006,127,115
17703,06-09-22,Mitsubishi,Lancer EX Shark,Benzene,automatic,Gray,2008,90,210
17704,06-09-22,Fiat,Doblo,Benzene,manual,White,2021,44,290
17705,06-09-22,Hyundai,Elantra MD,Benzene,automatic,Black,2013,140,290
17706,06-09-22,Daewoo,Matiz,Benzene,manual,Blue,1999,0,47
17707,06-09-22,Renault,Clio,Benzene,manual,Silver,2003,199,85
17708,06-09-22,Mitsubishi,Lancer EX Shark,Benzene,automatic,Black,2015,140,300
17709,06-09-22,Proton,Persona,Benzene,automatic,Light grey,2015,120,180
17710,06-09-22,Mitsubishi,Pickup,diesel,manual,White,2001,0,70
17711,06-09-22,Hyundai,Excel,Benzene,manual,Silver,1997,0,60
17712,06-09-22,Hyundai,Elantra AD,Benzene,manual,Silver,2020,47,440
17713,06-09-22,Renault,Megane,Benzene,automatic,Black,2005,0,140
17714,06-09-22,Opel,Astra,Benzene,automatic,Black,2004,203,110
17715,06-09-22,Ssang Yong,Tivoli XLV,Benzene,automatic,Bronze,2019,41,435
17716,06-09-22,Hyundai,Tucson,Benzene,automatic,White,2018,69.078,690
17717,06-09-22,Mitsubishi,Lancer EX Shark,Benzene,automatic,Black,2015,140,325
17718,06-09-22,Hyundai,Elantra HD,Benzene,automatic,Blue,2023,0.057,500
17719,06-09-22,Opel,Mokka,Benzene,automatic,Dark red,2016,40,470
17720,06-09-22,Skoda,Octavia A7,Benzene,automatic,Black,2014,162,475
17721,06-09-22,Geely,Maple,Benzene,manual,Gold,2010,90,65
17722,06-09-22,Mitsubishi,Lancer EX Shark,Benzene,automatic,Red,2015,123,300
17723,06-09-22,Skoda,Octavia A4,Benzene,manual,Green,1998,270,120
17724,06-09-22,Renault,Fluence,Benzene,automatic,Beige,2014,107,325
17725,06-09-22,Fiat,127,Benzene,manual,Red,1975,0,17
17726,05-09-22,Hyundai,Verna,Benzene,automatic,Dark red,2011,150,165
17727,05-09-22,Nissan,Sunny,Benzene,automatic,Silver,2015,200,165
17728,05-09-22,Kia,Cadenza,Benzene,automatic,Silver,2011,150,270
17729,05-09-22,Byd,F3,Benzene,manual,Black,2020,160,200
17730,05-09-22,Opel,Astra,Benzene,manual,Black,2001,260,90
17731,05-09-22,Kia,Cerato Koup,Benzene,automatic,Red,2015,148,470
17732,05-09-22,Renault,Megane,Benzene,automatic,Light grey,2021,35,450
17733,05-09-22,Skoda,Rapid,Benzene,manual,Gray,2013,190,198
17734,05-09-22,Volkswagen,Golf,Benzene,manual,White,1987,10,53
17735,05-09-22,Skoda,Octavia A8,Benzene,automatic,White,2021,29,775
17736,31-07-22,Bestune,T77 Pro,Benzene,automatic,Red,2022,5.5,710
17737,05-09-22,Toyota,Corolla,Benzene,automatic,Black,2019,148,570
17738,05-09-22,Skoda,Superb,Benzene,automatic,Black,2021,32,1050
17739,05-09-22,Honda,Civic,Benzene,automatic,Black,2009,158,310
17740,05-09-22,Skoda,Superb,Benzene,automatic,Black,2019,32,780
17741,05-09-22,Kia,Cerato,Benzene,automatic,Dark red,2012,145,255
17742,05-09-22,Opel,Crossland,Benzene,automatic,Dark red,2022,0.01,605
17743,05-09-22,Fiat,Shahin,Benzene,manual,Dark red,2001,0,32
17744,05-09-22,Peugeot,505,Benzene,manual,Dark red,1988,0,75
17745,05-09-22,Mercedes,C 230,Benzene,automatic,Silver,2006,80,390
17746,05-09-22,Renault,Megane,Benzene,automatic,Gray,2008,120,300
17747,05-09-22,Skoda,Felicia,Benzene,manual,Green,1997,0,43
17748,05-09-22,Seat,Leon,Benzene,automatic,Gray,2022,0.4,890
17749,05-09-22,Hyundai,Solaris,Benzene,automatic,Gray,2016,200,250
17750,05-09-22,Peugeot,3008,Benzene,automatic,Light grey,2019,81,800
17751,05-09-22,Mitsubishi,Lancer EX Shark,Benzene,automatic,White,2016,90,365
17752,05-09-22,Kia,Soul,Benzene,automatic,Beige,2010,148,275
17753,05-09-22,Volkswagen,Jetta,Benzene,manual,Black,1990,0,90
17754,05-09-22,Nissan,Sunny,Benzene,automatic,Silver,2005,0,240
17755,05-09-22,Mitsubishi,Eclipse,Benzene,automatic,White,2020,46,620
17756,05-09-22,Fiat,Shahin,Benzene,manual,Black,1999,0,34
17757,05-09-22,MG,6,Benzene,automatic,White,2021,60,450
17758,05-09-22,Kia,Cerato,Benzene,automatic,Black,2016,132,420
17759,05-09-22,Fiat,Ritmo,Benzene,manual,Beige,1984,0,38
17760,05-09-22,Volkswagen,Fox,Benzene,manual,Blue,2006,0,70
17761,05-09-22,Daewoo,Nubira 2,Benzene,automatic,Black,2005,209,97
17762,05-09-22,Daewoo,Lanos 2,Benzene,manual,Blue,2002,230,85
17763,05-09-22,Toyota,Corolla,Benzene,automatic,Silver,2004,175,215
17764,05-09-22,Daewoo,Nubira 2,Benzene,manual,White,1999,197,85
17765,05-09-22,Hyundai,Santamo,Benzene,automatic,White,2002,250,130
17766,05-09-22,Lada,2107,Benzene,manual,Silver,2014,46,65
17767,05-09-22,Suzuki,Van,Benzene,manual,Red,2014,35,105
17768,05-09-22,Ford,Kuga,Benzene,automatic,Blue,2018,50,725
17769,05-09-22,Kia,Cerato,Benzene,automatic,Silver,2010,275,249
17770,05-09-22,Byd,F3,Benzene,manual,Mocha,2021,55,240
17771,05-09-22,Jeep,Wrangler,Benzene,automatic,Red,2015,100,725
17772,05-09-22,MG,6,Benzene,,White,2020,63,410
17773,05-09-22,Renault,Duster,Benzene,automatic,Petroleum,2020,16,530
17774,05-09-22,Hyundai,Elantra CN7,Benzene,automatic,Gray,2021,30,570
17775,05-09-22,Kia,Sportage,Benzene,automatic,White,2020,69,950
17776,05-09-22,Seat,Ateca,Benzene,automatic,White,2019,60,870
17777,05-09-22,Fiat,Tipo,Benzene,automatic,Gray,2020,35,435
17778,05-09-22,Chevrolet,Cruze,Benzene,automatic,White,2016,100,295
17779,05-09-22,Hyundai,Verna,Benzene,manual,Silver,2008,205,115
17780,05-09-22,Skoda,Fabia,Benzene,manual,Blue,2003,0,80
17781,05-09-22,Fiat,127,Benzene,manual,White,1987,0,20
17782,05-09-22,Fiat,Tipo,Benzene,automatic,Black,2021,59,490
17783,05-09-22,Honda,City,Benzene,automatic,Dark red,2016,140,300
17784,05-09-22,Renault,Logan,Benzene,automatic,Mocha,2019,40,0
17785,05-09-22,Chevrolet,Aveo,Benzene,automatic,Silver,2019,64,243
17786,05-09-22,Toyota,Corolla,Benzene,automatic,Silver,2012,92,245
17787,05-09-22,Byd,F3,Benzene,manual,Silver,2019,170,175
17788,05-09-22,Kia,Rio,Benzene,automatic,Brown,2015,80,340
17789,05-09-22,Nissan,Sunny,Benzene,automatic,Dark red,2021,14,315
17790,05-09-22,Suzuki,Alto,Benzene,manual,White,2007,140,70
17791,05-09-22,Opel,Vectra,Benzene,automatic,Green,1999,296,104
17792,05-09-22,Hyundai,I30,Benzene,manual,Silver,2009,175,220
17793,05-09-22,Geely,X7,Benzene,automatic,Brown,2019,114,340
17794,05-09-22,Hyundai,Matrix,Benzene,automatic,Black,2010,110,240
17795,05-09-22,Kia,Sportage,Benzene,automatic,White,2021,18,920
17796,05-09-22,Fiat,128,Benzene,manual,Yellow,1981,95,23
17797,05-09-22,Volvo,760,Benzene,automatic,Gray,1984,0,105
17798,05-09-22,Hyundai,Creta,Benzene,automatic,Gray,2022,15,650
17799,05-09-22,Peugeot,508,Benzene,automatic,Petroleum,2013,219,270
17800,05-09-22,BMW,318,Benzene,automatic,Gray,2010,185,340
