,date,brand,model,fuel,transmission_type,color,year,km*1000,price(Thousand)
22141,14-08-22,Opel,Vectra,Benzene,automatic,White,1995,20,50
22142,14-08-22,Soueast,DX3,Benzene,CVT,White,2022,3,450
22143,14-08-22,Mercedes,230,Benzene,manual,White,1979,150,63
22144,14-08-22,Mitsubishi,Lancer Puma,Benzene,automatic,Gray,2008,220,170
22145,14-08-22,Hyundai,Elantra,Benzene,automatic,White,2009,300,240
22146,14-08-22,Speranza,Envy,natural gas,manual,Black,2014,205,110
22147,14-08-22,Kia,Spectra,Benzene,manual,Silver,2004,275,90
22148,14-08-22,Renault,Kadjar,Benzene,automatic,Black,2017,190,370
22149,14-08-22,Nissan,Sentra,Benzene,automatic,Dark red,2018,92,295
22150,13-08-22,MG,ZS,Benzene,automatic,Silver,2019,50,350
22151,13-08-22,Brilliance,FSV,Benzene,manual,Black,2011,145,150
22152,13-08-22,Renault,Kadjar,Benzene,automatic,Black,2022,5.7,650
22153,13-08-22,Hyundai,Verna,natural gas,manual,White,2015,360,130
22154,13-08-22,Nissan,Sunny,Benzene,automatic,Gold,2014,159,175
22155,13-08-22,BMW,520,Benzene,automatic,Black,2015,35,970
22156,13-08-22,BMW,330,Benzene,manual,Red,1998,60,220
22157,13-08-22,Hyundai,Excel,Benzene,manual,Dark red,1995,0,34
22158,13-08-22,Seat,Toledo,Benzene,automatic,Black,2019,20,400
22159,13-08-22,Toyota,Corolla,Benzene,manual,Silver,1985,0,45
22160,13-08-22,Volkswagen,Pointer,Benzene,manual,Silver,2006,0,78
22161,13-08-22,Volkswagen,Tiguan,Benzene,automatic,Brown,2017,120,690
22162,13-08-22,Chevrolet,N-Series,diesel,manual,White,2014,92,270
22163,13-08-22,Fiat,Shahin,Benzene,manual,White,1997,0,60
22164,13-08-22,Hyundai,Elantra MD,Benzene,automatic,Light grey,2016,122,350
22165,13-08-22,Lada,Granta,Benzene,manual,Mocha,2019,59.1,135
22166,13-08-22,Toyota,Fortuner,Benzene,automatic,Black,2020,30,1250
22167,13-08-22,Peugeot,301,Benzene,automatic,Light grey,2020,57,295
22168,13-08-22,Lada,2107,Benzene,manual,Blue,1982,0,27
22169,13-08-22,Renault,Clio,Benzene,manual,Green,2004,245,70
22170,13-08-22,Nissan,Sunny,Benzene,manual,Petroleum,2007,250,155
22171,13-08-22,Suzuki,Van,Benzene,manual,Red,2021,40,148
22172,13-08-22,Daewoo,Nubira 1,Benzene,manual,White,1997,240,59
22173,13-08-22,Chevrolet,Optra,Benzene,automatic,Dark blue,2022,13,300
22174,13-08-22,Fiat,Siena,Benzene,manual,Blue,2001,0,65
22175,13-08-22,Opel,Corsa,Benzene,manual,Gray,1997,0,48
22176,13-08-22,Hyundai,XD,Benzene,automatic,White,2002,170,170
22177,13-08-22,Volkswagen,Suran,Benzene,manual,Gold,2007,0,89
22178,13-08-22,Kia,Sportage,Benzene,automatic,Gray,2015,139,530
22179,13-08-22,Hyundai,Elantra MD,Benzene,automatic,White,2014,197,330
22180,13-08-22,Peugeot,504,Benzene,manual,Red,1975,200,30
22181,13-08-22,Mazda,121,Benzene,manual,Red,1997,150,27
22182,13-08-22,Peugeot,206,Benzene,manual,Silver,2008,200,100
22183,13-08-22,Chevrolet,Aveo,Benzene,manual,Gray,2014,35,250
22184,13-08-22,Chevrolet,Captiva,Benzene,automatic,White,2021,10,450
22185,13-08-22,Chevrolet,Aveo,Benzene,manual,Gray,2012,139,135
22186,13-08-22,Fiat,Shahin,Benzene,manual,Dark red,2006,0,70
22187,13-08-22,Skoda,Octavia A5,Benzene,automatic,Silver,2006,190,190
22188,13-08-22,Kia,Sportage,Benzene,automatic,White,2022,50,800
22189,13-08-22,Mercedes,C 200,Benzene,automatic,Black,2020,12,1670
22190,13-08-22,Fiat,131,Benzene,manual,Dark red,1982,0,30
22191,13-08-22,Fiat,Uno,Benzene,manual,Blue,2000,290,50
22192,13-08-22,Peugeot,5008,Benzene,automatic,Gray,2020,23.5,900
22193,13-08-22,Daewoo,Nubira 2,Benzene,automatic,Gold,2001,136,100
22194,13-08-22,Hyundai,Accent,Benzene,manual,White,2006,0,60
22195,13-08-22,Nissan,Sentra,Benzene,automatic,Gold,2016,74,320
22196,13-08-22,Hyundai,Elantra AD,Benzene,automatic,White,2019,69,435
22197,13-08-22,Suzuki,Maruti,Benzene,manual,Dark red,2013,130,68
22198,13-08-22,Seat,Ibiza,Benzene,manual,Red,1992,140,38
22199,13-08-22,Peugeot,301,Benzene,automatic,Silver,2018,98,267
22200,13-08-22,Nissan,Sunny,Benzene,automatic,Gray,2015,220,190
22201,13-08-22,Chery,A11,Benzene,manual,Black,2006,122,45
22202,13-08-22,Mitsubishi,Lancer EX Shark,Benzene,automatic,Gray,2014,195,240
22203,13-08-22,Volkswagen,Pointer,Benzene,manual,Silver,2006,150,75
22204,13-08-22,Toyota,Hilux,Benzene,manual,Red,1997,200,65
22205,13-08-22,Toyota,Hilux,Benzene,manual,White,2013,90,350
22206,13-08-22,Peugeot,5008,Benzene,automatic,Blue,2015,158,350
22207,13-08-22,Mercedes,C 180,Benzene,automatic,White,2013,133,700
22208,13-08-22,Toyota,Corolla,Benzene,automatic,Silver,2022,0.113,700
22209,13-08-22,Mazda,323,Benzene,manual,Red,1982,0,35
22210,13-08-22,Jeep,Komodo,Benzene,automatic,Dark blue,2009,166,160
22211,13-08-22,Opel,Astra,Benzene,automatic,Gray,2021,45,350
22212,13-08-22,Peugeot,2008,Benzene,automatic,Gold,2015,210,250
22213,13-08-22,Daihatsu,Mira,Benzene,manual,White,1991,200,37
22214,13-08-22,Skoda,Octavia A4,Benzene,manual,Red,1998,450,110
22215,13-08-22,Opel,Astra,Benzene,manual,Green,2001,380,100
22216,13-08-22,Senova,X25,Benzene,automatic,Black,2018,85,169
22217,13-08-22,Kia,Carens,Benzene,automatic,Black,2013,190,260
22218,13-08-22,Chevrolet,Lanos,Benzene,manual,Dark red,2013,200,110
22219,13-08-22,Nissan,Juke,Benzene,automatic,Black,2018,150,370
22220,13-08-22,Skoda,Felicia,Benzene,manual,Silver,1996,0,45
22221,13-08-22,BMW,X4,Benzene,automatic,Black,2017,59,1425
22222,13-08-22,Nissan,Sunny,Benzene,automatic,Silver,2010,130,165
22223,13-08-22,Speranza,A516,Benzene,manual,Dark red,2011,100,95
22224,13-08-22,Chevrolet,T-Series,Benzene,manual,White,2019,5.2,270
22225,13-08-22,Honda,Civic,Benzene,automatic,Silver,2000,200,110
22226,13-08-22,Chevrolet,Optra,Benzene,automatic,Silver,2007,128,145
22227,13-08-22,Suzuki,Ciaz,Benzene,automatic,Gray,2018,100,325
22228,13-08-22,Kia,Cerato,Benzene,automatic,Petroleum,2018,160,407
22229,13-08-22,Hyundai,Verna,Benzene,manual,Black,2008,35,117
22230,13-08-22,Mitsubishi,Galant,Benzene,manual,White,1992,0,68
22231,13-08-22,Fiat,125,Benzene,manual,White,1975,95,21
22232,13-08-22,Hyundai,Excel,Benzene,manual,Black,1995,190,53
22233,13-08-22,Kia,Rio,Benzene,automatic,Gray,2016,85,349
22234,13-08-22,Jaguar,S-Type,Benzene,automatic,Cyan,2004,110,385
22235,13-08-22,Hyundai,Elantra,Benzene,manual,Red,1996,430,60
22236,13-08-22,Peugeot,5008,Benzene,automatic,Red,2021,18.5,900
22237,13-08-22,Kia,Cerato,Benzene,automatic,Black,2012,88,310
22238,13-08-22,Mercedes,E 300,Benzene,automatic,Silver,2010,200,685
22239,13-08-22,Jeep,Cherokee,Benzene,automatic,Black,1993,190,80
22240,13-08-22,Hyundai,IX 35,Benzene,automatic,Red,2015,35,450
22241,13-08-22,Peugeot,504,Benzene,manual,White,1979,190,35
22242,13-08-22,Chevrolet,Lanos,Benzene,manual,Petroleum,2011,250,98
22243,13-08-22,Kia,Rio,Benzene,automatic,White,2015,122,335
22244,13-08-22,Volkswagen,Polo,Benzene,manual,Red,1995,177,55
22245,13-08-22,Nissan,Sunny,natural gas,automatic,Silver,2015,260,175
22246,13-08-22,Toyota,Corolla,Benzene,automatic,White,2016,65,435
22247,13-08-22,Toyota,Hilux,diesel,manual,White,1999,150,110
22248,13-08-22,Daewoo,Nubira 2,Benzene,manual,Black,2004,200,85
22249,13-08-22,Jac,Eagle,Benzene,manual,Silver,2011,82,210
22250,13-08-22,Mercedes,B 200,Benzene,automatic,Silver,2013,196,465
22251,13-08-22,MG,5,Benzene,automatic,Silver,2021,75,320
22252,13-08-22,Kia,Picanto,Benzene,automatic,Gray,2013,67,248
22253,13-08-22,Fiat,Tipo,Benzene,manual,Gray,2021,40,319
22254,13-08-22,Mercedes,A 200,Benzene,automatic,Black,2006,110,500
22255,13-08-22,Renault,Symbol,Benzene,automatic,Black,2011,250,125
22256,13-08-22,Fiat,128,Benzene,manual,Silver,1977,110,33
22257,13-08-22,Opel,Corsa,Benzene,manual,Blue,1995,250,55
22258,13-08-22,Toyota,Yaris,Benzene,automatic,Gray,2015,39,317
22259,13-08-22,Chevrolet,Lanos,Benzene,manual,Dark red,2015,32,143
22260,13-08-22,Kia,Shuma,Benzene,manual,White,2000,250,60
22261,13-08-22,Opel,Astra,Benzene,automatic,Gold,2020,75,360
22262,13-08-22,Seat,Ateca,Benzene,automatic,Black,2021,20,865
22263,13-08-22,Opel,Vectra,Benzene,automatic,Black,2008,144,182
22264,13-08-22,Daewoo,Nubira 2,Benzene,automatic,Black,2001,160,98
22265,13-08-22,Toyota,Microbus,Benzene,manual,White,2022,40,330
22266,13-08-22,Volkswagen,Passat,Benzene,automatic,Silver,2019,28,860
22267,13-08-22,Mitsubishi,Lancer EX Shark,Benzene,automatic,White,2015,150,225
22268,13-08-22,Geely,Emgrand 7,Benzene,manual,Gray,2018,200,150
22269,13-08-22,Mercedes,200,Benzene,automatic,Beige,1991,20,125
22270,13-08-22,Lada,2107,Benzene,manual,Light grey,2007,0,40
22271,13-08-22,Mitsubishi,Lancer EX Shark,Benzene,automatic,Light grey,2014,150,255
22272,13-08-22,Suzuki,Van,Benzene,manual,Red,2014,0,90
22273,13-08-22,Chery,Tiggo,Benzene,automatic,Brown,2017,120,290
22274,13-08-22,Hyundai,Elantra HD,Benzene,automatic,Red,2017,49,325
22275,13-08-22,Kia,Carens,Benzene,automatic,White,2010,143,255
22276,13-08-22,Chevrolet,Malibu,Benzene,automatic,Dark red,2019,65,650
22277,13-08-22,Fiat,128,Benzene,manual,Red,1988,90,41
22278,13-08-22,Chevrolet,Optra,Benzene,automatic,White,2016,145,213
22279,13-08-22,Toyota,Corolla,Benzene,automatic,Black,2015,155,340
22280,13-08-22,Mitsubishi,Lancer Puma,Benzene,automatic,Gold,2009,144,215
22281,13-08-22,Fiat,128,Benzene,manual,Dark blue,1999,140,30
22282,13-08-22,Mazda,3 || Mazda 3,Benzene,automatic,Silver,2011,190,265
22283,13-08-22,Hyundai,Tucson,Benzene,automatic,Gray,2021,62,900
22284,13-08-22,Fiat,1100,Benzene,manual,Red,1972,0,15
22285,13-08-22,Jac,J7,Benzene,automatic,White,2022,0,420
22286,13-08-22,Toyota,Land Cruiser,Benzene,automatic,White,2017,20,3500
22287,13-08-22,Chevrolet,T-Series,diesel,manual,White,2015,170,350
22288,13-08-22,Great Wall,Peri,Benzene,manual,Yellow,2008,96,70
22289,13-08-22,Chevrolet,Lanos,Benzene,manual,Blue,2017,54,150
22290,13-08-22,Mercedes,C 180,Benzene,automatic,Cyan,1994,160,145
22291,13-08-22,Hyundai,Excel,Benzene,manual,Red,1998,0,55
22292,13-08-22,Nissan,Pick up,diesel,manual,White,2005,0,95
22293,13-08-22,Speranza,Tiggo,Benzene,manual,Silver,2009,220,115
22294,13-08-22,Hyundai,Verna,Benzene,manual,Dark green,2015,190,160
22295,13-08-22,Fiat,128,Benzene,manual,White,1987,0,27
22296,13-08-22,Fiat,Shahin,Benzene,manual,Green,1998,100,48
22297,13-08-22,Geely,Emgrand 7,Benzene,manual,Gold,2016,150,120
22298,13-08-22,Nissan,Sunny,Benzene,automatic,Black,2019,80,285
22299,13-08-22,Peugeot,508,Benzene,automatic,Green,2020,80,900
22300,13-08-22,Opel,Insignia,Benzene,automatic,White,2014,180,390
22301,13-08-22,Kia,Sportage,Benzene,automatic,White,2019,44,790
22302,13-08-22,Suzuki,Maruti,Benzene,manual,Silver,2014,40,72
22303,13-08-22,Geely,Emgrand 7,Benzene,manual,Black,2019,53,185
22304,13-08-22,Mercedes,E 200,Benzene,automatic,Black,2010,148,650
22305,13-08-22,Mercedes,C 180,Benzene,automatic,Silver,2022,10,1850
22306,13-08-22,BMW,318,Benzene,manual,Black,1994,100,125
22307,13-08-22,Chevrolet,Lanos,Benzene,manual,Light grey,2011,74,113
22308,13-08-22,Hyundai,Elantra Coupe,Benzene,manual,Silver,2005,123,170
22309,13-08-22,Fiat,Palio,Benzene,manual,Dark blue,2008,107,75
22310,13-08-22,Opel,Insignia,Benzene,automatic,Gray,2019,78,680
22311,13-08-22,Suzuki,Van,Benzene,manual,White,2012,90,70
22312,13-08-22,Daewoo,Nubira 1,Benzene,manual,White,1997,150,67
22313,12-08-22,Suzuki,Swift,Benzene,manual,Red,1994,100,35
22314,12-08-22,Volkswagen,Passat,Benzene,automatic,Black,2021,31,1250
22315,12-08-22,Seat,Ateca,Benzene,automatic,Silver,2021,62,825
22316,12-08-22,Fiat,Uno,Benzene,manual,Red,1994,0,35
22317,12-08-22,Skoda,Felicia,Benzene,manual,Dark blue,1995,200,42
22318,12-08-22,Hyundai,Elantra CN7,Benzene,automatic,Cyan,2021,37,560
22319,12-08-22,Chevrolet,Spark,Benzene,manual,Blue,2008,48,90
22320,12-08-22,Suzuki,Alto,Benzene,automatic,Gold,2003,100,85
22321,12-08-22,Proton,Wira,Benzene,manual,Silver,2004,100,90
22322,12-08-22,Nissan,Murano,Benzene,automatic,Orange,2004,140,250
22323,12-08-22,Chevrolet,Lanos,Benzene,manual,Silver,2011,200,95
22324,12-08-22,Lada,2107,Benzene,manual,White,2010,0,30
22325,12-08-22,Toyota,Corolla,Benzene,automatic,Brown,2019,72,550
22326,12-08-22,Daewoo,Leganza,Benzene,manual,Gold,2000,140,85
22327,12-08-22,Renault,Logan,Benzene,manual,Blue,2015,140,160
22328,12-08-22,Hyundai,Tucson GDI,Benzene,automatic,Gray,2019,40,800
22329,12-08-22,Speranza,Tiggo,Benzene,manual,Black,2011,131,142
22330,12-08-22,Volkswagen,Tiguan,Benzene,automatic,Dark blue,2013,154,525
22331,12-08-22,Chevrolet,N300,Benzene,manual,Dark red,2014,150,120
22332,12-08-22,Mercedes,180,Benzene,automatic,Silver,1994,0,145
22333,12-08-22,Hyundai,Elantra HD,Benzene,automatic,Champagne,2018,98,340
22334,12-08-22,Fiat,128,Benzene,manual,Brown,1997,0,25
22335,12-08-22,Volkswagen,Bora,Benzene,automatic,Dark blue,2000,176,130
22336,12-08-22,Toyota,Corolla,Benzene,automatic,White,2018,50,530
22337,12-08-22,Hyundai,Matrix,Benzene,automatic,Olive,2005,100,150
22338,12-08-22,Chevrolet,Aveo,Benzene,manual,Gray,2007,210,133
22339,12-08-22,Peugeot,104,Benzene,manual,Blue,1977,0,25
22340,12-08-22,Volkswagen,Passat,Benzene,manual,Light grey,2002,285,140
22341,12-08-22,Fiat,Tipo,Benzene,automatic,Dark green,2022,19,440
22342,12-08-22,Jac,S2,Benzene,automatic,White,2019,58,300
22343,12-08-22,Speranza,Tiggo,Benzene,manual,Dark blue,2010,0,110
22344,12-08-22,Daewoo,Nubira 2,Benzene,manual,Light grey,2002,340,84
22345,12-08-22,Fiat,127,Benzene,manual,Blue,1985,0,19
22346,12-08-22,Mitsubishi,Eclipse Cross,Benzene,automatic,White,2019,73,650
22347,12-08-22,Mercedes,E 300,Benzene,automatic,Light grey,1994,270,280
22348,12-08-22,Kia,Xceed,Benzene,automatic,Yellow,2022,0.8,680
22349,12-08-22,Hyundai,Elantra MD,Benzene,automatic,Brown,2016,75,385
22350,12-08-22,Daewoo,Nubira 2,Benzene,manual,Olive,2004,0,92
22351,12-08-22,Fiat,128,Benzene,manual,Black,1975,0,18
22352,12-08-22,Chevrolet,T-Series,diesel,manual,White,2011,420,175
22353,12-08-22,Chevrolet,Lanos,Benzene,manual,Silver,2015,142,130
22354,12-08-22,Chevrolet,Optra,Benzene,manual,Dark red,2007,0,170
22355,12-08-22,Skoda,Felicia,Benzene,manual,Dark red,1997,0,37
22356,12-08-22,Suzuki,Van,Benzene,manual,White,2005,120,69
22357,12-08-22,Kia,Sportage,Benzene,automatic,Silver,2022,50,770
22358,12-08-22,Skoda,Superb,Benzene,automatic,Gray,2019,49,740
22359,12-08-22,Suzuki,Van,Benzene,manual,Dark red,2014,100,90
22360,12-08-22,Mitsubishi,Lancer Crystala,Benzene,manual,Brown,2000,190,85
22361,12-08-22,Mitsubishi,Lancer EX Shark,Benzene,automatic,Gray,2016,130,285
22362,12-08-22,Byd,F3,natural gas,manual,Gray,2022,16,245
22363,12-08-22,Daewoo,Juliet,Benzene,manual,Black,2005,250,105
22364,12-08-22,Lada,2105,Benzene,manual,White,1994,0,32
22365,12-08-22,Isuzu,D max,Benzene,manual,Black,1991,170,110
22366,12-08-22,Chevrolet,Cruze,Benzene,automatic,Brown,2014,130,220
22367,12-08-22,Brilliance,X 30,Benzene,manual,Dark blue,2020,93.3,235
22368,12-08-22,Daewoo,Juliet,Benzene,automatic,Gold,1999,160,95
22369,12-08-22,Lada,2105,Benzene,manual,Red,1995,0,30
22370,12-08-22,Kia,Rio,Benzene,manual,Black,2009,230,115
22371,12-08-22,MG,5,Benzene,automatic,Silver,2021,37,350
22372,12-08-22,Chery,Arrizo 5,Benzene,automatic,Blue,2020,62,235
22373,12-08-22,Fiat,128,Benzene,manual,White,1979,0,12
22374,12-08-22,Citroën,C5 Aircross,Benzene,automatic,White,2020,65,848
22375,12-08-22,Hyundai,Verna,Benzene,manual,Light grey,2017,110,180
22376,12-08-22,Chevrolet,Lanos,Benzene,manual,Light grey,2016,60,155
22377,12-08-22,Volkswagen,Golf,Benzene,manual,Green,1976,200,40
22378,12-08-22,Renault,Fluence,Benzene,automatic,Light grey,2016,95,350
22379,11-08-22,Nissan,Sunny,Benzene,automatic,Light grey,2012,205,200
22380,12-08-22,Isuzu,D max,diesel,manual,Petroleum,2006,300,175
22381,12-08-22,Chevrolet,Optra,Benzene,manual,Silver,2007,292.798,125
22382,12-08-22,Daewoo,Lanos,Benzene,manual,Black,2005,110,112
22383,12-08-22,Lada,2107,Benzene,manual,Blue,2005,82,48.5
22384,12-08-22,Fiat,Shahin,Benzene,manual,Cyan,2000,0,55
22385,12-08-22,Renault,Sandero Step Way,Benzene,manual,Silver,2013,163,135
22386,12-08-22,Citroën,C3,Benzene,automatic,Blue,2021,35,440
22387,12-08-22,Renault,Rainbow,Benzene,manual,Gray,1999,0,49
22388,12-08-22,Mercedes,E 200,Benzene,automatic,Light grey,2013,111,650
22389,12-08-22,Volkswagen,Tiguan,Benzene,automatic,White,2020,95,900
22390,12-08-22,Fiat,Ritmo,Benzene,manual,Green,1987,0,18
22391,12-08-22,Hyundai,Elantra HD,Benzene,automatic,Light grey,2019,70,325
22392,12-08-22,Fiat,132,Benzene,manual,White,1974,0,13
22393,12-08-22,Fiat,Shahin,Benzene,manual,Petroleum,2002,0,50
22394,12-08-22,Volkswagen,Passat,Benzene,manual,Cyan,2009,190,190
22395,12-08-22,Hyundai,Elantra AD,Benzene,automatic,Dark blue,2020,35,445
22396,12-08-22,Fiat,Regata,Benzene,manual,Gold,1986,0,25
22397,12-08-22,Geely,Emgrand 7,Benzene,manual,White,2014,118,128
22398,12-08-22,Fiat,500 X,Benzene,automatic,Red,2016,120,450
22399,12-08-22,Fiat,132,Benzene,manual,Blue,1980,0,17
22400,12-08-22,Geely,Pandino,Benzene,manual,Red,2012,93,77
22401,12-08-22,Renault,Fluence,Benzene,automatic,Gray,2012,125,250
22402,12-08-22,Daewoo,Nubira 1,Benzene,automatic,Black,1997,0,75
22403,12-08-22,Fiat,Tipo,Benzene,automatic,Blue,2020,80,400
22404,12-08-22,Hyundai,Accent,Benzene,manual,Cyan,2006,59,105
22405,12-08-22,Kia,Pride,Benzene,manual,Olive,1999,0,49
22406,12-08-22,Fiat,Tipo,Benzene,manual,White,2020,70,285
22407,12-08-22,Brilliance,Galena,Benzene,automatic,Black,2007,15,78
22408,12-08-22,Kia,Pride,Benzene,manual,White,1999,120,65
22409,12-08-22,BMW,316,Benzene,manual,Gold,1980,0,65
22410,12-08-22,Volkswagen,Passat,Benzene,automatic,Silver,2000,0,150
22411,12-08-22,Toyota,Corolla,Benzene,automatic,Silver,2013,80,368
22412,12-08-22,Chevrolet,Optra,Benzene,automatic,Silver,2022,14,330
22413,12-08-22,Hyundai,Excel,Benzene,manual,Beige,1997,0,45
22414,12-08-22,Chevrolet,Lanos,Benzene,manual,White,2009,0,78
22415,12-08-22,Chevrolet,Cruze,Benzene,automatic,Blue,2016,160,330
22416,12-08-22,Fiat,Shahin,Benzene,manual,Red,2001,0,75
22417,12-08-22,Chery,Arrizo 5,Benzene,automatic,Purple,2020,70,239
22418,12-08-22,Daewoo,Nubira 2,Benzene,automatic,Gray,2001,100,115
22419,12-08-22,Jeep,Cherokee,Benzene,automatic,Black,2010,185,350
22420,12-08-22,Renault,Logan,Benzene,automatic,Silver,2013,120,135
22421,12-08-22,Mitsubishi,Lancer EX Shark,Benzene,automatic,Silver,2017,77,299
22422,12-08-22,Senova,X35,Benzene,automatic,White,2018,17,259
22423,12-08-22,Chevrolet,Aveo,Benzene,automatic,Blue,2020,55,229
22424,12-08-22,Geely,Emgrand 7,natural gas,manual,Silver,2015,216,120
22425,12-08-22,Daewoo,Nubira 2,Benzene,automatic,Silver,2001,0,100
22426,12-08-22,Mercedes,200,Benzene,manual,Yellow,1980,300,85
22427,12-08-22,Mercedes,SEL 500,Benzene,automatic,Red,2007,257,760
22428,12-08-22,Lada,2107,Benzene,manual,Light grey,2007,90,38
22429,12-08-22,Peugeot,405,Benzene,manual,Dark red,1998,100,80
22430,12-08-22,Hyundai,Excel,Benzene,manual,Cyan,1997,0,51
22431,12-08-22,Mercedes,E 200,diesel,automatic,Silver,1993,127,247
22432,12-08-22,BMW,320,Benzene,automatic,Black,2008,230,290
22433,12-08-22,Renault,Logan,Benzene,automatic,Gray,2018,75,235
22434,08-08-22,Nissan,Sentra,Benzene,automatic,Black,2017,40,320
22435,12-08-22,Jeep,Grand Cherokee,Benzene,automatic,Gray,2016,90,1150
22436,12-08-22,Jac,A13,Benzene,manual,Black,2010,150,95
22437,12-08-22,Opel,Astra,Benzene,automatic,Black,2018,86,345
22438,12-08-22,Peugeot,406,Benzene,automatic,Purple,2003,310,120
22439,12-08-22,Lifan,foison || Foison,Benzene,manual,Silver,2017,99.8,120
22440,12-08-22,Chevrolet,N-Series,diesel,manual,White,2020,33,570
22441,12-08-22,Speranza,A113,Benzene,manual,Gray,2012,77,85
22442,12-08-22,Seat,Leon,Benzene,automatic,Black,2012,0,220
22443,12-08-22,Volkswagen,Beetle,Benzene,manual,Red,1974,0,30
22444,12-08-22,Mercedes,B 160,Benzene,automatic,Silver,2010,163,240
22445,12-08-22,Suzuki,Swift,Benzene,manual,Blue,1995,0,45
22446,11-08-22,MG,5,Benzene,automatic,Red,2014,236,160
22447,11-08-22,Byd,F3,Benzene,manual,Gray,2019,170,180
22448,11-08-22,Jeep,Grand Cherokee,Benzene,manual,Green,2003,210,175
22449,11-08-22,Seat,Leon,Benzene,automatic,Dark red,2020,36,630
22450,11-08-22,Opel,Vectra,Benzene,manual,Red,1995,200,60
22451,11-08-22,Hyundai,Elantra,Benzene,automatic,Black,2009,170,210
22452,11-08-22,Renault,Logan,Benzene,automatic,Black,2016,136,220
22453,11-08-22,Nissan,Sunny,Benzene,automatic,Silver,2015,118,195
22454,11-08-22,Chevrolet,Aveo,Benzene,automatic,Black,2009,144,145
22455,11-08-22,Skoda,Favorit,Benzene,manual,Green,1994,225,35
22456,11-08-22,DFSK,330S,Benzene,manual,Silver,2018,120,200
22457,11-08-22,Fiat,Polonez,Benzene,manual,White,1987,90,30
22458,11-08-22,Volkswagen,Passat,Benzene,manual,Dark blue,1997,180,115
22459,11-08-22,Fiat,131,Benzene,manual,White,1983,0,35
22460,11-08-22,Hyundai,Tucson,Benzene,automatic,Gray,2019,55,685
22461,11-08-22,Byd,F3,Benzene,automatic,Black,2015,157,120
22462,11-08-22,Volkswagen,Tiguan,Benzene,automatic,Silver,2020,86,930
22463,11-08-22,Speranza,A113,Benzene,manual,Cyan,2008,135,68
22464,11-08-22,Mazda,3 || Mazda 3,Benzene,automatic,Petroleum,2016,65,465
22465,11-08-22,Mercedes,C 180,Benzene,automatic,Black,2017,65,503
22466,11-08-22,BMW,523,Benzene,automatic,Petroleum,2007,200,300
22467,11-08-22,Chery,Arrizo 5,Benzene,automatic,White,2022,9,280
22468,11-08-22,Mitsubishi,Galant,Benzene,manual,White,1986,400,35
22469,11-08-22,Skoda,Fantasia,Benzene,automatic,Black,2011,158,270
22470,11-08-22,Daewoo,Lanos,Benzene,automatic,Dark red,1997,0,90
22471,11-08-22,BMW,X3,Benzene,automatic,Bronze,2011,160,660
22472,11-08-22,Mercedes,E 200,Benzene,automatic,Red,1986,77,120
22473,11-08-22,Fiat,Siena,Benzene,manual,White,2001,0,50
22474,11-08-22,Byd,F3,Benzene,automatic,Blue,2017,200,160
22475,11-08-22,Proton,Saga,Benzene,manual,Black,2012,200,110
22476,11-08-22,Suzuki,Van,Benzene,manual,Dark red,2012,150,77
22477,11-08-22,Geely,Emgrand 7,Benzene,manual,Black,2016,300,115
22478,11-08-22,Daewoo,Nubira 2,Benzene,manual,Black,2006,220,95
22479,11-08-22,Peugeot,2008,Benzene,automatic,Olive,2020,48,445
22480,11-08-22,Speranza,A620 || A620,Benzene,automatic,Black,2007,200,110
